UnitNumber,Name,Model,PV,Type,Size,Move,Role,Skill,Short,ShortMin,Medium,MediumMin,Long,LongMin,Extreme,ExtremeMin,Overheat,Armor,Structure,Threshold,Specials,Image
818,Daishi (Dire Wolf),Prime,56,BM,4,"6""",,,6,false,6,false,4,false,0,false,4,10,5,0,"CASE,IF0*,OMNI,OVL",https://i.ibb.co/X37BW2R/daishi-dire-wolf-rg.png
819,Daishi (Dire Wolf),S,58,BM,4,"6""j",,,9,false,8,false,2,false,0,false,0,10,5,0,"CASE,FLK1/1/-,OMNI",https://i.ibb.co/X37BW2R/daishi-dire-wolf-rg.png
820,Daishi (Dire Wolf),U,57,BM,4,"6""/6""s",,,4,false,4,false,4,false,0,false,3,10,5,0,"BHJ,CASE,OMNI,TOR3/3/-,UMU",https://i.ibb.co/X37BW2R/daishi-dire-wolf-rg.png
821,Daishi (Dire Wolf),W,59,BM,4,"6""",,,8,false,8,false,4,false,0,false,0,10,5,0,"CASE,IF1,LRM1/1/1,OMNI",https://i.ibb.co/X37BW2R/daishi-dire-wolf-rg.png
822,Danai Support Vehicle, ,21,CV,2,"10""w",,,1,false,1,false,0,false,0,false,0,3,3,0,"ARTT-1,SRCH,TUR(1/1/-)",https://i.ibb.co/8B5SJwV/danai-3075.png
824,Dark Crow,2,30,BM,2,"12""",,,3,false,3,false,2,false,0,false,0,4,3,0,"CASE,FLK1/1/1",https://i.ibb.co/fx0gZP7/dark-crow-3085.png
825,Dark Crow,3,33,BM,2,"12""/16""j",,,2,false,2,false,2,false,0,false,2,4,2,0,"CASE,CR,JMPS1",https://i.ibb.co/fx0gZP7/dark-crow-3085.png
826,Dark Crow,4,36,BM,2,"12""",,,4,false,4,false,2,false,0,false,0,5,3,0,CASE,https://i.ibb.co/fx0gZP7/dark-crow-3085.png
827,Dark Crow,,35,BM,2,"12""",,,4,false,4,false,3,false,0,false,0,4,3,0,CASE,https://i.ibb.co/fx0gZP7/dark-crow-3085.png
828,Dart,DRT-3S,15,BM,1,"18""",,,1,false,0,false,0,false,0,false,0,2,2,0,ENE,https://i.ibb.co/kyRc6fm/dart-3055u.png
829,Dart,DRT-4S,23,BM,1,"18""",,,2,false,2,false,0,false,0,false,0,2,2,0,ENE,https://i.ibb.co/kyRc6fm/dart-3055u.png
830,Dart,DRT-6S,22,BM,1,"18""",,,1,false,1,false,0,false,0,false,0,3,2,0,ENE,https://i.ibb.co/kyRc6fm/dart-3055u.png
831,Dart,DRT-6T,21,BM,1,"18""",,,1,false,1,false,1,false,0,false,0,3,1,0,ENE,https://i.ibb.co/kyRc6fm/dart-3055u.png
832,Darter Scout Car,(BAP),10,CV,1,"14""w",,,0,false,0,false,0,false,0,false,0,1,1,0,"CT2,EE,PRB,RCN,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png
833,Darter Scout Car,(C3),9,CV,1,"14""w",,,0,false,0,false,0,false,0,false,0,1,1,0,"C3S,CT2,EE,MHQ1,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png
834,Darter Scout Car,(ECM),9,CV,1,"14""w",,,0,false,0,false,0,false,0,false,0,1,1,0,"CT2,ECM,EE,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png
835,Darter Scout Car,(SRM),11,CV,1,"14""w",,,1,false,1,false,0,false,0,false,0,1,1,0,"CT2,EE,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png
836,Darter Scout Car, ,7,CV,1,"14""w",,,0,false,0,false,0,false,0,false,0,1,1,0,"CT3,EE,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png
837,Dasher (Fire Moth),(Aletha),31,BM,1,"26""",,,3,false,3,false,1,false,0,false,0,1,1,0,"ECM,ENE,OMNI",https://i.ibb.co/NVCWgzM/dasher-fire-moth-rg.png
838,Dasher (Fire Moth),A,20,BM,1,"26""",,,1,false,1,false,0,false,0,false,0,1,1,0,"AMS,CASE,OMNI,PRB,RCN,TAG",https://i.ibb.co/NVCWgzM/dasher-fire-moth-rg.png
839,Dasher (Fire Moth),B,24,BM,1,"26""",,,2,false,2,false,0,false,0,false,0,1,1,0,"CASE,ECM,OMNI",https://i.ibb.co/NVCWgzM/dasher-fire-moth-rg.png
840,Dasher (Fire Moth),C,19,BM,1,"26""",,,1,false,1,false,1,false,0,false,0,1,1,0,"AMS,CASE,IF1,OMNI",https://i.ibb.co/NVCWgzM/dasher-fire-moth-rg.png
841,Dasher (Fire Moth),D,30,BM,1,"26""",,,4,false,3,false,0,false,0,false,1,1,1,0,"ENE,OMNI",https://i.ibb.co/NVCWgzM/dasher-fire-moth-rg.png
842,Dasher (Fire Moth),E,18,BM,1,"26""",,,2,false,1,false,1,false,0,false,0,1,1,0,"CASE,OMNI",https://i.ibb.co/NVCWgzM/dasher-fire-moth-rg.png
843,Dasher (Fire Moth),F,31,BM,1,"26""",,,3,false,3,false,0,false,0,false,0,1,1,0,"CASE,OMNI,PRB,RCN",https://i.ibb.co/NVCWgzM/dasher-fire-moth-rg.png
844,Dasher (Fire Moth),H,25,BM,1,"26""",,,5,false,0,false,0,false,0,false,1,1,1,0,"ENE,OMNI",https://i.ibb.co/NVCWgzM/dasher-fire-moth-rg.png
845,Dasher (Fire Moth),K,28,BM,1,"26""",,,3,false,3,false,0,false,0,false,0,1,1,0,"CASE,OMNI",https://i.ibb.co/NVCWgzM/dasher-fire-moth-rg.png
846,Dasher (Fire Moth),Prime,28,BM,1,"26""",,,3,false,3,false,0,false,0,false,0,1,1,0,"CASE,OMNI,SRM1/1",https://i.ibb.co/NVCWgzM/dasher-fire-moth-rg.png
847,Dasher II,2,44,BM,2,"26""",,,3,false,3,false,0,false,0,false,2,4,2,0,ENE,https://i.ibb.co/Q65WQF3/dasher-ii-3085.png
848,Dasher II, ,22,BM,2,"20""",,,2,false,0,false,0,false,0,false,0,2,2,0,ENE,https://i.ibb.co/Q65WQF3/dasher-ii-3085.png
849,Defiance,DFN-3C,34,BM,3,"8""",,,3,false,3,false,3,false,0,false,3,6,3,0,"FLK0*/0*/1,TSM",https://i.ibb.co/kGjgxsH/defiance-3075.png
850,Defiance,DFN-3S,38,BM,3,"8""",,,3,false,3,false,3,false,0,false,3,7,4,0,"FLK0*/0*/1,TSM",https://i.ibb.co/kGjgxsH/defiance-3075.png
851,Defiance,DFN-3T,39,BM,3,"8""",,,3,false,4,false,3,false,0,false,2,7,4,0,"FLK0*/0*/1,TSM",https://i.ibb.co/kGjgxsH/defiance-3075.png
852,Deimos,2,47,BM,4,"10""",,,3,false,3,false,3,false,0,false,2,8,5,0,"AMS,CASE,IF1",https://i.ibb.co/hYkkN7N/deimos-3085.png
853,Deimos,A,51,BM,4,"8""",,,5,false,5,false,5,false,0,false,3,8,5,0,"AMS,CASE,ECM,FLK1/1/1,OMNI",https://i.ibb.co/hYkkN7N/deimos-3085.png
854,Deimos,B,50,BM,4,"8""",,,4,false,4,false,4,false,0,false,4,8,5,0,"AMS,CASE,ECM,IF1,LRM1/1/1,OMNI,OVL",https://i.ibb.co/hYkkN7N/deimos-3085.png
855,Deimos,C,48,BM,4,"8""j",,,4,false,4,false,3,false,0,false,4,8,5,0,"AMS,CASE,ECM,OMNI,OVL",https://i.ibb.co/hYkkN7N/deimos-3085.png
856,Deimos,Prime,48,BM,4,"8""",,,5,false,5,false,4,false,0,false,0,8,5,0,"AMS,CASE,IF2,LRM2/2/2,OMNI",https://i.ibb.co/hYkkN7N/deimos-3085.png
857,Deimos,S,46,BM,4,"8""j",,,4,false,4,false,3,false,0,false,4,8,5,0,"AMS,CASE,OMNI,OVL",https://i.ibb.co/hYkkN7N/deimos-3085.png
858,Demolisher Heavy Tank,(Arrow IV),42,CV,4,"6""t",,,1,false,1,false,0,false,0,false,0,5,4,0,"ARTAIS-2,TUR(ARTAIS-2),SRCH",https://i.ibb.co/gPsf6Gt/demolisher-rg.png
859,Demolisher Heavy Tank,(Clan),33,CV,4,"6""t",,,6,false,5,false,0,false,0,false,0,6,4,0,"CASE,FLK3/3/-,SRCH,TUR(5/5/-,FLK3/3/-)",https://i.ibb.co/gPsf6Gt/demolisher-rg.png
860,Demolisher Heavy Tank,(Defensive),26,CV,4,"6""t",,,5,false,4,false,0,false,0,false,0,4,4,0,"AC4/4/-,EE,REAR0*/-/-,SRCH,TUR(4/4/-,AC4/4/-)",https://i.ibb.co/gPsf6Gt/demolisher-rg.png
861,Demolisher Heavy Tank,(Gauss),34,CV,4,"6""t",,,4,false,4,false,3,false,0,false,0,7,4,0,"SRCH,TUR(4/4/3)",https://i.ibb.co/gPsf6Gt/demolisher-rg.png
862,Demolisher Heavy Tank,(MRM),38,CV,4,"6""t",,,6,false,6,false,0,false,0,false,0,6,4,0,"C3S,MHQ1,SRCH,TUR(6/6/-)",https://i.ibb.co/gPsf6Gt/demolisher-rg.png
864,Demolisher Heavy Tank,Mk. II,27,CV,4,"6""t",,,4,false,4,false,0,false,0,false,0,5,4,0,"AC4/4/-,EE,SRCH,TUR(4/4/-,AC4/4/-)",https://i.ibb.co/gPsf6Gt/demolisher-rg.png
865,Demolisher II Heavy Tank,(MML),47,CV,4,"6""t",,,6,false,5,false,3,false,0,false,0,9,5,0,"CASE,ECM,IF2,SRCH,TUR(6/5/3,IF2)",https://i.ibb.co/h9Rw9X0/demolisher-ii-3060.png
866,Demolisher II Heavy Tank, ,39,CV,4,"6""t",,,5,false,5,false,0,false,0,false,0,9,5,0,"CASE,FLK1/1/-,SRCH,TUR(5/5/-,FLK1/1/-)",https://i.ibb.co/h9Rw9X0/demolisher-ii-3060.png
867,Demolisher II Heavy Tank,(Thunderbolt),57,CV,4,"6""t",,,5,false,7,false,4,false,0,false,0,12,5,0,"CASE,IF4,SRCH,TUR(5/7/4,IF4)",https://i.ibb.co/h9Rw9X0/demolisher-ii-3060.png
868,DemolitionMech,WI-DM,8,IM,1,"6""",,,0,false,0,false,0,false,0,false,0,3,3,0,"BFC,CT0.5,ENE,ENG,FC,MEL",https://i.ibb.co/FqJ2BSX/demolitionmech-trva.png
869,DemolitionMech,WI-DM2,10,IM,1,"6""",,,0,false,0,false,0,false,0,false,0,3,3,0,"BFC,CT0.5,ENE,ENG,FC,MEL,SAW",https://i.ibb.co/FqJ2BSX/demolitionmech-trva.png
870,Demon Medium Tank,(Rifle),18,CV,2,"14""w",,,1,false,1,false,0,false,0,false,0,2,3,0,"SRCH,TUR(1/1/-)",https://i.ibb.co/8ztT8sx/demon-3085.png
871,Demon Medium Tank, ,23,CV,2,"14""w",,,2,false,2,false,0,false,0,false,0,2,3,0,"SRCH,TUR(2/2/-)",https://i.ibb.co/8ztT8sx/demon-3085.png
872,Demon Tank,(HGR),34,CV,3,"8""w",,,5,false,5,false,2,false,0,false,0,5,3,0,"C3I,CASE,MHQ2,SRCH",https://i.ibb.co/9bfnYJ2/demon-3050u.png
873,Demon Tank,(Horned Demon),30,CV,3,"8""w",,,4,false,4,false,2,false,0,false,0,6,3,0,"SRCH,TUR(2/2/2)",https://i.ibb.co/9bfnYJ2/demon-3050u.png
874,Demon Tank,(PPC),22,CV,3,"8""w",,,2,false,2,false,2,false,0,false,0,5,3,0,"ENE,SRCH,TUR(2/2/2)",https://i.ibb.co/9bfnYJ2/demon-3050u.png
875,Demon Tank,(Royal),38,CV,3,"10""w",,,4,false,5,false,2,false,0,false,0,6,3,0,"CASE,SRCH,TUR(2/2/2)",https://i.ibb.co/9bfnYJ2/demon-3050u.png
876,Demon Tank, ,28,CV,3,"8""w",,,4,false,4,false,2,false,0,false,0,5,3,0,"CASE,SRCH,TUR(2/2/2)",https://i.ibb.co/9bfnYJ2/demon-3050u.png
877,Dervish,DV-1S,25,BM,2,"8""/6""j",,,1,false,2,false,2,false,0,false,0,4,5,0,"IF1,LRM1/1/1",https://i.ibb.co/C16WD4y/dervish-prim.png
878,Dervish,DV-6M,30,BM,2,"10""j",,,2,false,2,false,2,false,0,false,1,4,5,0,IF1,https://i.ibb.co/12SMh4n/dervish-rg.png
879,Dervish,DV-6Mr,36,BM,2,"10""j",,,3,false,4,false,2,false,0,false,0,4,5,0,"IF1,LRM1/1/1",https://i.ibb.co/12SMh4n/dervish-rg.png
880,Dervish,DV-7D,36,BM,2,"10""j",,,3,false,3,false,2,false,0,false,0,5,5,0,"CASE,IF1,LRM1/1/1",https://i.ibb.co/12SMh4n/dervish-rg.png
881,Dervish,DV-8D,39,BM,2,"10""j",,,3,false,3,false,3,false,0,false,2,6,3,0,"CASE,IF2",https://i.ibb.co/12SMh4n/dervish-rg.png
882,Dervish,"DV-8D2 ""Lightbringer""",37,BM,2,"10""/16""j",,,3,false,2,false,0,false,0,false,2,5,3,0,"JMPS1,MEL",https://i.ibb.co/rQCyS8q/dervish-xtr.png
883,Dervish,DV-9D,38,BM,2,"10""j",,,4,false,3,false,2,false,0,false,1,6,3,0,"CASE,IF1",https://i.ibb.co/12SMh4n/dervish-rg.png
884,Deva,C-DVA-O (Achillius),41,BM,3,"10""",,,4,false,3,false,0,false,0,false,0,7,4,0,"C3I,ENE,MHQ2,OMNI",https://i.ibb.co/NSDFL8T/deva-b-3075.png
885,Deva,C-DVA-O Invictus,39,BM,3,"8""",,,3,false,3,false,3,false,0,false,0,7,4,0,"C3I,CASE,MEL,MHQ2,OMNI,SAW",https://i.ibb.co/nBrmzGh/deva-3075.png
886,Deva,C-DVA-OA Dominus,43,BM,3,"8""",,,5,false,5,false,1,false,0,false,0,7,4,0,"C3I,CASE,IF0*,MHQ2,OMNI",https://i.ibb.co/0cnrBcR/deva-a-3075.png
887,Deva,C-DVA-OB Infernus,44,BM,3,"8""",,,4,false,4,false,3,false,0,false,0,7,4,0,"C3I,ECM,ENE,MHQ2,OMNI",https://i.ibb.co/NSDFL8T/deva-b-3075.png
888,Deva,C-DVA-OC Comminus,41,BM,3,"8""j",,,4,false,4,false,0,false,0,false,0,7,4,0,"C3I,CASE,ECM,MHQ2,OMNI,REAR0*/0*/-",https://i.ibb.co/nBrmzGh/deva-3075.png
889,Deva,C-DVA-OD Luminos,43,BM,3,"8""j",,,4,false,4,false,2,false,0,false,2,7,4,0,"C3I,ENE,MHQ2,OMNI,REAR1/1/-",https://i.ibb.co/nBrmzGh/deva-3075.png
890,Deva,C-DVA-OE Eminus,44,BM,3,"8""",,,3,false,4,false,4,false,0,false,1,7,4,0,"C3I,CASE,IF1,MHQ2,OMNI",https://i.ibb.co/nBrmzGh/deva-3075.png
891,Deva,C-DVA-OS Caelestis,41,BM,3,"10""",,,3,false,3,false,0,false,0,false,0,7,4,0,"AMS,C3I,ENE,MHQ2,OMNI",https://i.ibb.co/nBrmzGh/deva-3075.png
892,Deva,C-DVA-OU Exanimus,40,BM,3,"8""/8""s",,,2,false,2,false,0,false,0,false,0,7,4,0,"C3I,CASE,MHQ2,OMNI,REAR0*/0*/-,TOR1/2/2,UMU",https://i.ibb.co/nBrmzGh/deva-3075.png
893,Devastator,DVS-1D,45,BM,4,"6""",,,3,false,3,false,0,false,0,false,3,10,8,0,"AC1/1/-,REAR1/1/-",https://i.ibb.co/k0yHwd6/devastator-rg.png
894,Devastator,DVS-2,54,BM,4,"6""",,,6,false,7,false,5,false,0,false,0,10,4,0,REAR1/1/-,https://i.ibb.co/k0yHwd6/devastator-rg.png
895,Devastator,DVS-3,48,BM,4,"6""",,,4,false,5,false,5,false,0,false,0,10,4,0,REAR1/1/-,https://i.ibb.co/k0yHwd6/devastator-rg.png
896,Devastator,DVS-X10 MUSE EARTH,50,BM,4,"12""",,,3,false,3,false,2,false,0,false,1,10,3,0,"ARM,ENE,RCA",https://i.ibb.co/Lz2NxGF/devastator-xtr.png
897,Devastator Heavy Tank, ,31,CV,4,"6""t",,,6,false,5,false,0,false,0,false,0,5,4,0,"AC4/4/-,SRCH,TUR(5/4/-,AC4/4/-)",https://i.ibb.co/gPsf6Gt/demolisher-rg.png
898,DI Morgan Assault Tank,(Gauss),37,CV,4,"4""t",,,5,false,5,false,5,false,0,false,0,5,5,0,"C3S,MHQ1,SRCH,TUR(5/5/5)",https://i.ibb.co/MB9cftT/di-morgan-3075.png
899,DI Morgan Assault Tank,(LRM),57,CV,4,"6""t",,,5,false,8,false,7,false,0,false,0,7,5,0,"C3S,CASE,IF5,MHQ1,SRCH,TUR(4/7/7,IF5)",https://i.ibb.co/MB9cftT/di-morgan-3075.png
900,DI Morgan Assault Tank, ,33,CV,4,"6""t",,,4,false,3,false,3,false,0,false,0,7,5,0,"SRCH,TUR(3/3/3)",https://i.ibb.co/MB9cftT/di-morgan-3075.png
901,Diomede,D-M3D-3 ConstructionMech,34,IM,4,"4""",,,2,false,2,false,1,false,0,false,0,10,8,0,"BFC,CASE,ENG,ES,IF1,MEL,SRCH",https://i.ibb.co/rwj48tp/diomede-3085.png
902,Diomede,D-M3D-4 DemolitionMech,34,IM,4,"4""",,,2,false,2,false,1,false,0,false,0,10,8,0,"BFC,CASE,ENG,ES,IF1,MEL,SAW,SRCH",https://i.ibb.co/rwj48tp/diomede-3085.png
903,Dola,DOL-1A,24,BM,1,"16""j",,,1,false,1,false,0,false,0,false,0,3,1,0,"AECM,ENE,MEL",https://i.ibb.co/9cr3PfY/dola-proto.png
904,Donar Assault Helicopter,(Close Support),26,CV,1,"18""v",,,2,false,2,false,0,false,0,false,0,2,2,0,"ATMO,ENE,LTAG,PRB,RCN,SRCH",https://i.ibb.co/p3wGr0C/donar-3060.png
905,Donar Assault Helicopter,(Recon),24,CV,1,"18""v",,,1,false,1,false,1,false,0,false,0,2,2,0,"ATMO,ECM,ENE,PRB,RCN,SRCH,TAG",https://i.ibb.co/p3wGr0C/donar-3060.png
906,Donar Assault Helicopter, ,23,CV,1,"18""v",,,2,false,2,false,1,false,0,false,0,2,2,0,"ATMO,CASE,SRCH",https://i.ibb.co/p3wGr0C/donar-3060.png
908,Dragon,DRG-1C,35,BM,3,"10""",,,1,false,2,false,1,false,0,false,0,7,5,0,"IF1,REAR1/1/-",https://i.ibb.co/XJg2J2G/dragon-rg.png
909,Dragon,DRG-1N,32,BM,3,"10""",,,2,false,2,false,2,false,0,false,0,5,5,0,"IF1,REAR1/1/-",https://i.ibb.co/XJg2J2G/dragon-rg.png
910,Dragon,DRG-2Y (Yoriyoshi),35,BM,3,"10""",,,3,false,2,false,0,false,0,false,0,7,5,0,,https://i.ibb.co/XJg2J2G/dragon-rg.png
911,Dragon,DRG-5N,32,BM,3,"10""",,,2,false,2,false,2,false,0,false,0,5,5,0,"CASE,IF1",https://i.ibb.co/XJg2J2G/dragon-rg.png
912,Dragon,DRG-5Nr,36,BM,3,"10""",,,2,false,3,false,1,false,0,false,0,5,5,0,"CASE,C3S,IF1,MHQ1,REAR1/1/-",https://i.ibb.co/XJg2J2G/dragon-rg.png
913,Dragon Fire,DGR-3F,43,BM,3,"8""",,,4,false,5,false,3,false,0,false,0,8,3,0,"CASE,ECM,FLK1/1/1",https://i.ibb.co/9HNkwjp/dragon-fire-3058u.png
914,Dragon Fire,DGR-4F,43,BM,3,"8""",,,4,false,5,false,3,false,0,false,0,8,3,0,"CASE,ECM,FLK1/1/1",https://i.ibb.co/9HNkwjp/dragon-fire-3058u.png
915,Dragon Fire,DGR-6FC,43,BM,3,"8""",,,4,false,4,false,3,false,0,false,0,8,3,0,"C3I,CASE,FLK1/1/1,MHQ2",https://i.ibb.co/9HNkwjp/dragon-fire-3058u.png
916,Dragon Fire,DGR-6FC2 (Gregory),44,BM,3,"8""",,,4,false,4,false,2,false,0,false,0,8,4,0,"C3I,CASE,MHQ2,TSM",https://i.ibb.co/9HNkwjp/dragon-fire-3058u.png
917,Dragonfly (Viper),A,38,BM,2,"16""j",,,3,false,3,false,0,false,0,false,2,4,2,0,"CASE,OMNI",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
918,Dragonfly (Viper),B,34,BM,2,"16""j",,,2,false,2,false,2,false,0,false,1,4,2,0,"ENE,OMNI",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
919,Dragonfly (Viper),C,36,BM,2,"16""j",,,3,false,2,false,0,false,0,false,0,4,2,0,"CASE,HT1/-/-,OMNI,PRB,RCN",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
920,Dragonfly (Viper),D,42,BM,2,"16""j",,,4,false,4,false,0,false,0,false,0,4,2,0,"CASE,IF0*,OMNI",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
921,Dragonfly (Viper),E,38,BM,2,"16""j",,,4,false,3,false,1,false,0,false,0,4,2,0,"CASE,OMNI",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
922,Dragonfly (Viper),F,38,BM,2,"16""j",,,5,false,3,false,0,false,0,false,0,4,2,0,"CASE,OMNI",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
923,Dragonfly (Viper),G,37,BM,2,"16""j",,,2,false,2,false,0,false,0,false,1,4,2,0,"CASE,HT1/1/1,LPRB,OMNI,RCN",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
924,Dragonfly (Viper),H,38,BM,2,"16""j",,,3,false,3,false,0,false,0,false,1,4,2,0,"AMS,CASE,OMNI",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
925,Dragonfly (Viper),I,42,BM,2,"16""j",,,3,false,3,false,0,false,0,false,1,4,2,0,"AMS,CASE,LPRB,OMNI,RCN",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
926,Dragonfly (Viper),Prime,37,BM,2,"16""j",,,3,false,3,false,0,false,0,false,0,4,2,0,"AMS,CASE,OMNI",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
927,Dragonfly (Viper),U,35,BM,2,"16""j",,,2,false,2,false,0,false,0,false,0,4,2,0,"AMS,CASE,ECM,MEL,OMNI",https://i.ibb.co/TKRRrbQ/dragonfly-viper-rg.png
928,Drake Medium Strike Fighter, ,21,CF,1,5a,,,2,false,1,false,0,false,0,false,0,2,3,1,"ATMO,BOMB1,ECM,FUEL24,PNT1,STL,VSTOL",https://i.ibb.co/zxz3DmY/medium-strike-figher-3039.png
929,Drillson Heavy Hover Tank,(ERLL),29,CV,2,"18""h",,,2,false,2,false,2,false,0,false,0,3,3,0,"IF1,SRCH,TUR(1/1/1)",https://i.ibb.co/XSL6BH4/drillson-heavy-hover-tank-rg.png
930,Drillson Heavy Hover Tank,(Sealed),32,CV,2,"18""h",,,2,false,2,false,2,false,0,false,0,4,3,0,"CT0.5,IF0*,SEAL,SRCH,TUR(2/2/2,IF0*)",https://i.ibb.co/XSL6BH4/drillson-heavy-hover-tank-rg.png
931,Drillson Heavy Hover Tank,(SRM),27,CV,2,"18""h",,,3,false,2,false,0,false,0,false,0,3,3,0,"SRCH,SRM1/1,TUR(2/2/-)",https://i.ibb.co/XSL6BH4/drillson-heavy-hover-tank-rg.png
932,Drillson Heavy Hover Tank, ,28,CV,2,"18""h",,,2,false,2,false,1,false,0,false,0,3,3,0,"IF1,SRCH,TUR(2/2/-)",https://i.ibb.co/XSL6BH4/drillson-heavy-hover-tank-rg.png
933,Drillson Heavy Hover Tank,(Streak),34,CV,2,"18""h",,,3,false,3,false,0,false,0,false,0,4,3,0,"SRCH,TUR(2/2/-)",https://i.ibb.co/XSL6BH4/drillson-heavy-hover-tank-rg.png
934,Duan Gung,D9-G10,26,BM,1,"14""/12""j",,,2,false,2,false,1,false,0,false,0,2,1,0,"ECM,ENE,JMPW1,STL",https://i.ibb.co/GPP8M82/duan-gung-3060.png
935,Duan Gung,D9-G9,24,BM,1,"14""/12""j",,,2,false,2,false,1,false,0,false,0,2,1,0,"IF1,JMPW1",https://i.ibb.co/GPP8M82/duan-gung-3060.png
936,Eagle,EGL-1M,22,BM,1,"10""j",,,2,false,2,false,1,false,0,false,0,3,2,0,AMS,https://i.ibb.co/gmJf0p7/eagle-3060.png
937,Eagle,EGL-2M,21,BM,1,"10""j",,,2,false,2,false,1,false,0,false,0,3,2,0,"ENE,TAG",https://i.ibb.co/gmJf0p7/eagle-3060.png
938,Eagle,EGL-3M,20,BM,1,"10""j",,,2,false,2,false,1,false,0,false,0,3,1,0,ENE,https://i.ibb.co/gmJf0p7/eagle-3060.png
939,Eagle,EGL-R6b,49,AF,3,6a,,,6,false,6,false,0,false,0,false,0,9,4,3,"BOMB3,ENE,FUEL20,REAR1/1/-,SPC,VSTOL",https://i.ibb.co/SvfcDTT/eagle-3075.png
940,Ebony,MEB-10,30,BM,1,"20""",,,1,false,1,false,1,false,0,false,0,3,1,0,"ECM,ENE,MEL,STL,TSM",https://i.ibb.co/tDcpSdz/ebony-3085.png
941,Ebony,MEB-11,28,BM,1,"20""",,,1,false,1,false,0,false,0,false,0,3,1,0,"ECM,ENE,STL,TSM",https://i.ibb.co/tDcpSdz/ebony-3085.png
942,Ebony,MEB-9,28,BM,1,"20""",,,1,false,1,false,0,false,0,false,0,3,1,0,"ECM,ENE,STL,TSM",https://i.ibb.co/tDcpSdz/ebony-3085.png
943,Eidolon,C-EID-001,44,BM,2,"10""/14""j",,,2,false,2,false,0,false,0,false,0,6,5,0,"C3I,ENE,JMPS1,MHQ2",https://i.ibb.co/xghPD2T/eidolon-3085.png
944,Eisenfaust,EFT-4J,24,BM,2,"6""",,,2,false,2,false,0,false,0,false,1,5,4,0,,https://i.ibb.co/C1XrP3c/eisenfaust-3085.png
945,Eisenfaust,EFT-7X,28,BM,2,"8""",,,4,false,4,false,1,false,0,false,0,5,2,0,ENE,https://i.ibb.co/C1XrP3c/eisenfaust-3085.png
946,Eisenfaust,EFT-8X,27,BM,2,"8""",,,4,false,4,false,0,false,0,false,0,5,2,0,ENE,https://i.ibb.co/C1XrP3c/eisenfaust-3085.png
947,Eldingar Hover Sled, ,41,CV,2,"18""h",,,4,false,3,false,1,false,0,false,0,5,3,0,"CASE,ECM,IT5,SRCH,TUR(4/3/1)",https://i.ibb.co/WVD8R8P/eldingar-3085.png
948,Eldingar Hover Sled,(Streak),40,CV,2,"18""h",,,3,false,3,false,3,false,0,false,0,4,3,0,"AECM,CASE,SRCH,TUR(3/3/3)",https://i.ibb.co/WVD8R8P/eldingar-3085.png
949,Elemental Battle Armor,(Fire) [AP Gauss] (Sqd4),18,BA,1,"6""j",,,2,false,2,false,0,false,0,false,0,1,2,0,"AM,CAR4,FR,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
950,Elemental Battle Armor,(Fire) [Flamer] (Sqd4),15,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,FR,HT1/-/-,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
951,Elemental Battle Armor,(Fire) [MicroPL] (Sqd4),15,BA,1,"6""j",,,2,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,FR,MEC",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
952,Elemental Battle Armor,(Headhunter) (Sqd4),15,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC,RCN,RSD1",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
953,Elemental Battle Armor,(Space) [Flamer] (Sqd4),14,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,HT1/-/-,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
954,Elemental Battle Armor,(Space) [MG] (Sqd4),13,BA,1,"6""j",,,1,false,0,false,0,false,0,false,0,1,2,0,"AM,CAR4,MEC,SOA",https://i.ibb.co/fp1mK6q/elemental-battle-armor-rg.png
